1211,31,0,FA,7,FF,0,0
1342,31,0,FA,A,20,0,0
1382,31,0,FA,2,87,0,0
1421,31,0,FA,2,5B,0,0
1461,31,0,FA,2,5D,0,0
1500,31,0,FA,2,5E,0,0
1572,31,0,FA,2,5C,0,0
1489,31,0,FA,B,19,0,0
1590,31,0,FA,B,1A,0,0
1608,31,0,FA,B,1B,0,0
1646,31,0,FA,B,1C,0,0
1686,31,0,FA,B,1D,0,0
1726,31,0,FA,B,1E,0,0
1766,31,0,FA,B,1F,0,0
1806,31,0,FA,B,20,0,0
1846,31,0,FA,B,21,0,0
1886,31,0,FA,B,22,0,0
1926,31,0,FA,B,23,0,0
1966,31,0,FA,B,24,0,0
2006,31,0,FA,B,25,0,0
2045,31,0,FA,B,26,0,0
2085,31,0,FA,B,27,0,0
2125,31,0,FA,B,28,0,0
2168,31,0,FA,B,29,0,0
2208,31,0,FA,B,2A,0,0
2248,31,0,FA,B,2B,0,0
2288,31,0,FA,B,2C,0,0
2329,31,0,FA,B,2D,0,0
2369,31,0,FA,B,2E,0,0
2409,31,0,FA,B,2F,0,0
2449,31,0,FA,B,30,0,0
2494,31,0,FA,B,31,0,0
2534,31,0,FA,B,32,0,0
2574,31,0,FA,B,33,0,0
2614,31,0,FA,B,34,0,0
2654,31,0,FA,B,4B,0,0
2694,31,0,FA,B,4C,0,0
2735,31,0,FA,B,4D,0,0
2775,31,0,FA,B,4E,0,0
2814,31,0,FA,B,4F,0,0
2854,31,0,FA,B,50,0,0
2894,31,0,FA,B,51,0,0
2934,31,0,FA,B,52,0,0
2974,31,0,FA,B,53,0,0
3014,31,0,FA,B,54,0,0
3104,31,0,FA,B,55,0,0
3265,31,0,FA,B,56,0,0
3425,31,0,FA,B,57,0,0
3585,31,0,FA,B,58,0,0
3744,31,0,FA,B,59,0,0
3904,31,0,FA,B,5A,0,0
4065,31,0,FA,B,5B,0,0
4225,31,0,FA,B,5C,0,0
4384,31,0,FA,B,5D,0,0
4545,31,0,FA,B,5E,0,0
4705,31,0,FA,B,5F,0,0
4865,31,0,FA,B,60,0,0
5024,31,0,FA,B,61,0,0
5184,31,0,FA,B,62,0,0
5345,31,0,FA,B,63,0,0
5505,31,0,FA,B,64,0,0
5664,31,0,FA,B,65,0,0
5824,31,0,FA,B,66,0,0
5985,31,0,FA,B,67,0,0
6145,31,0,FA,B,68,0,0
6304,31,0,FA,B,69,0,0
6464,31,0,FA,B,6A,0,0
6625,31,0,FA,B,6B,0,0
6785,31,0,FA,B,6C,0,0
6944,31,0,FA,B,6D,0,0
7105,31,0,FA,B,6E,0,0
7265,31,0,FA,B,6F,0,0
7425,31,0,FA,B,70,0,0
7584,31,0,FA,B,71,0,0
7744,31,0,FA,B,72,0,0
7905,31,0,FA,B,73,0,0
8065,31,0,FA,B,74,0,0
8224,31,0,FA,B,75,0,0
8384,31,0,FA,B,76,0,0
8545,31,0,FA,B,77,0,0
8705,31,0,FA,B,78,0,0
8864,31,0,FA,B,79,0,0
9024,31,0,FA,B,7A,0,0
9185,31,0,FA,B,7B,0,0
9345,31,0,FA,B,7C,0,0
9504,31,0,FA,B,7D,0,0
9664,31,0,FA,B,7E,0,0
9825,31,0,FA,B,7F,0,0
9985,31,0,FA,B,80,0,0
10144,31,0,FA,B,81,0,0
10304,31,0,FA,B,82,0,0
10465,31,0,FA,B,83,0,0
10625,31,0,FA,B,84,0,0
10790,31,0,FA,B,85,0,0
10944,31,0,FA,B,86,0,0
11104,31,0,FA,B,87,0,0
11265,31,0,FA,B,88,0,0
11424,31,0,FA,B,89,0,0
11565,26,0,FD,9,0,0,0
11604,31,0,FA,B,8A,0,0
11744,31,0,FA,B,8B,0,0
11905,31,0,FA,5,9D,0,0
12064,31,0,FA,1,81,0,0
12224,61,1,FA,1,99,0,0
12384,61,2,FA,1,99,0,0
12545,61,1,FA,1,9A,0,0
12704,61,2,FA,1,9A,0,0
12865,31,0,FA,FD,BA,0,0
13024,31,0,FA,7,A,0,0
13185,31,0,FA,5,9F,0,0
13344,31,0,FA,5,A0,0,0
13504,31,0,FA,7,B,0,0
13657,96,0,FD,9,0,0,0
13675,36,0,FD,9,0,0,0
13691,91,0,FA,6,AE,0,0
13708,C6,1,FD,9,0,0,0
13724,66,1,FD,8,0,0,0
13741,D6,0,FD,8,0,0,0
13757,C6,2,FD,9,0,0,0
13774,66,2,FD,8,0,0,0
13791,A6,14,FD,8,0,0,0
13807,A6,1E,FD,8,0,0,0
13840,A6,28,FD,8,0,0,0
13856,A6,32,FD,8,0,0,0
13873,A6,3C,FD,8,0,0,0
13890,A6,46,FD,8,0,0,0
13905,31,0,FA,A,33,0,0
13984,91,0,FA,4E,6A,0,0
14144,31,0,FA,6,A1,0,0
14304,31,0,FA,6,74,0,0
14465,31,0,FA,6,A0,0,0
14624,31,0,FA,6,73,0,0
14784,31,0,FA,6,75,0,0
14944,91,0,FA,4E,63,0,0
15105,91,0,FA,4E,65,0,0
15264,91,0,FA,4E,64,0,0
15424,91,0,FA,4E,66,0,0
15584,91,0,FA,6,9E,0,0
15745,31,0,FA,6,A2,0,0
15904,31,0,FA,6,9F,0,0
16064,31,0,FA,6,A3,0,0
16224,31,0,FA,6,B8,0,0
16385,31,0,FA,6,8F,0,0
16544,91,0,FA,4E,CA,0,0
16704,31,0,FA,6,49,0,0
16864,31,0,FA,7,D,0,0
17025,31,0,FA,6,A4,0,0
17184,31,0,FA,2,88,0,0
17344,31,0,FA,7,F,0,0
17504,31,0,FA,1,A2,0,0
17665,31,0,FA,7,C,0,0
17824,31,0,FA,7,E,0,0
17984,91,0,FA,6,69,0,0
18144,91,0,FA,C2,4E,0,0
18304,31,0,FA,7,1D,0,0
18464,31,0,FA,7,1C,0,0
18624,31,0,FA,3,E3,0,0
18784,91,0,FA,4E,5A,0,0
18945,91,0,FA,6,68,0,0
19104,91,0,FA,4E,5E,0,0
19264,61,1,FA,4E,A7,0,0
19424,61,2,FA,4E,A7,0,0
19585,91,0,FA,0,74,0,0
19744,21,0,FA,1,99,0,0
19904,21,0,FA,1,9A,0,0
20064,91,0,FA,8,E,0,0
20224,91,0,FA,4E,61,0,0
20384,91,0,FA,4E,89,0,0
20544,91,0,FA,4E,5C,0,0
20704,91,0,FA,4E,56,0,0
20865,91,0,FA,4E,62,0,0
21024,31,0,FA,0,5A,0,0
21184,91,0,FA,C2,C4,0,0
21354,91,0,FA,1,12,0,0
21514,91,0,FA,1,22,0,0
21569,96,0,FE,1,0,0,0
21675,91,0,FA,1,23,0,0
21834,91,0,FA,1,24,0,0
21994,91,0,FA,1,25,0,0
22154,91,0,FA,1,26,0,0
22281,E1,0,FA,FE,4C,0,0
22299,92,0,FA,FE,4C,0,12
22316,91,0,FA,1,1B,0,0
22332,D2,0,FA,1,1B,1,0
22474,91,0,FA,1,1C,0,0
22494,D2,0,FA,1,1C,1,0
22634,91,0,FA,1,1D,0,0
22652,D2,0,FA,1,1D,D,0
22728,67,2,FE,0,0,0,0
22763,67,2,FE,0,0,0,0
22796,91,0,FA,1,1E,0,0
22955,91,0,FA,1,1F,0,0
23114,91,0,FA,1,20,0,0
23274,91,0,FA,FD,BF,0,0
23434,61,1,FA,0,5,0,0
23591,62,2,F,1,19,0,0
23612,61,1,FA,0,8,0,0
23645,D2,0,FA,1,1E,1,0
23662,62,2,FA,1,24,17,0
23678,62,2,FA,1,23,9,0
23714,62,2,FA,1,22,9,0
23731,62,2,9,1C,16,0,0
23748,62,2,C,0,F0,0,0
23764,62,2,B,80,0,0,0
23781,D2,0,FA,1,1F,1,0
23797,D2,0,FA,1,20,D,0
23814,D2,0,FA,FD,BF,0,0
23831,D2,0,FA,0,5,0,D2
23847,E1,0,FA,C1,E,0,0
23864,92,0,FA,C1,E,0,0
23880,66,1,FE,1,0,0,0
23897,66,2,FE,1,0,0,0
23914,66,79,FE,1,0,0,0
23948,A6,79,FE,1,0,0,0
23981,26,79,FE,1,0,0,0
23997,D2,0,FA,0,8,0,B4
24014,62,2,F,1,19,0,0
24031,97,0,FE,1,0,0,0
24050,61,1,FA,0,11,0,0
24067,D2,0,FA,0,11,80,0
24083,90,0,FA,4E,8B,0,1
24099,90,0,FA,4E,5D,0,1
24117,66,3,FE,1,0,0,0
24133,61,2,FA,0,5,0,0
24148,61,2,FA,0,8,0,0
24235,61,2,FA,0,11,0,0
24394,31,0,FA,0,13,0,0
24412,D2,0,FA,0,13,80,0
24554,31,0,FA,A,6,0,0
24572,D2,0,FA,A,6,80,0
24714,31,0,FA,0,E,0,0
24732,D2,0,FA,0,E,80,0
24873,61,1,FA,1,E,0,0
24892,D2,0,FA,1,E,0,66
25034,61,2,FA,1,E,0,0
25142,60,79,73,0,0,0,0
25161,60,2,10,0,1,0,0
25178,60,2,F,1,19,0,0
25194,60,2,4,0,A6,0,0
25213,60,2,52,0,0,0,0
25230,60,2,56,0,0,0,0
25246,60,2,57,1,0,0,0
25263,60,2,28,1,90,0,0
25279,31,0,FA,0,C,0,0
25295,60,2,5A,2,0,0,0
25313,20,0,FA,13,88,0,0
25329,20,0,FA,8,E,0,0
25347,D2,0,FA,0,C,0,EF
25364,31,0,FA,2,64,0,0
25380,D2,0,FA,2,64,0,0
25513,31,0,FA,0,3,0,0
25532,D2,0,FA,0,3,80,0
25674,31,0,FA,0,16,0,0
25693,D2,0,FA,0,16,FC,18
25834,C1,2,FA,0,F,0,0
25852,D2,0,FA,0,F,1,19
25994,C1,2,FA,0,4,0,0
26012,D2,0,FA,0,4,0,A6
26153,31,0,FA,1,C0,0,0
26313,31,0,FA,1,D5,0,0
26474,31,0,FA,1,E8,0,0
26634,31,0,FA,1,D4,0,0
26793,31,0,FA,1,B0,0,0
26940,D2,0,FA,1,C0,1,90
26958,D2,0,FA,1,D5,1,90
26976,31,0,FA,1,AC,0,0
26992,D2,0,FA,1,E8,1,F4
27009,D2,0,FA,1,D4,0,A2
27025,D2,0,FA,1,B0,FF,A6
27041,D2,0,FA,1,AC,FF,42
27114,31,0,FA,1,AD,0,0
27134,D2,0,FA,1,AD,80,0
27151,E1,0,FA,FE,4C,0,0
27168,92,0,FA,FE,4C,0,12
27185,E1,0,FA,FD,F4,0,0
27201,92,0,FA,FD,F4,1,2A
27217,E1,0,FA,FD,F3,0,0
27235,92,0,FA,FD,F3,1,2A
27251,E1,0,FA,FD,F5,0,0
27268,92,0,FA,FD,F5,1,2C
27284,E1,0,FA,FE,7,0,0
27303,92,0,FA,FE,7,0,32
27320,E1,0,FA,FE,9,0,0
27337,E1,0,FA,FE,A,0,0
27354,92,0,FA,FE,9,0,DE
27370,92,0,FA,FE,A,0,A0
27386,31,0,FA,1,AE,0,0
27403,D2,0,FA,1,AE,A0,0
27433,31,0,FA,1,AF,0,0
27452,D2,0,FA,1,AF,80,0
27594,31,0,FA,A,0,0,0
27612,D2,0,FA,A,0,0,28
27770,31,0,FA,2,65,0,0
27807,D2,0,FA,2,65,1,19
27859,62,2,11,FE,70,0,0
27894,62,2,12,FE,70,0,0
27928,62,2,F,1,19,0,0
27945,31,0,FA,2,68,0,0
